title,price,savings_per
"Portronics Dash 4 50W Wireless Bluetooth Party Speaker with Karaoke Mic, Upto 6 Hours Playtime, HD Sound, Bass Boost Technology, EQ Modes, 360° RGB Lights, BT 5.3v, AUX in, Type C Charging(Black)","5,999",-40%
"Portronics Resound 2 15W HD Sound Portable Wireless Bluetooth Speaker, in-Built Mic, RGB Lights, TWS Connectivity, Bluetooth v5.3, IPX5 Water Resistant, Type C Charging Port(Black)","1,938",-35%
"Amazon Echo Pop| Smart speaker with Alexa and Bluetooth| Loud sound, balanced bass, crisp vocals| Purple","3,999",-20%
"amazon basics Bluetooth Speaker 5.3 Soundbar with 16W RMS, 2000mAh Battery, Upto 19 Hrs Playtime Aux/USB Port (Blue)",999,-55%
"GOVO GoSurround 955 | 200W Soundbar, 5.1 Channel Home Theatre, 5.25"" subwoofer, HDMI, Opt, AUX, USB & Bluetooth, 3 Equalizer Modes, Stylish Remote & LED Display (Black)","7,999",-60%
"pTron Newly Launched Fusion Saga 20W Bluetooth Speaker with Punchy Stereo Sound, RGB Lights, Metal Grills, 8H Playtime, TWS Feature & Multi-Compatibility Modes-BT5.1/Aux/TF Card/USB (Black/Green)","1,556",-64%
"amazon basics 16W Bluetooth Soundbar Speaker with 1200mah Battery, BT v5.1, Aux, USB Port for Mobile, PC, Tablets, and Laptops (Black)",849,-58%
"boAt Stone 650 10W Bluetooth Speaker with Upto 7 Hours Playback, IPX5 and Integrated Controls (Red)","1,999",-60%
"boAt Stone 1450 Portable Wireless Speaker with 40W RMS Signature Sound, RGB LEDs, TWS Feature, Multi-Compatibility Modes, IPX5 Water Resistance, EQ Modes(Blue Thunder)","4,499",-50%
"Amazon Basics 5W Mini–Bluetooth Speaker with Upto 30Hrs Playtime, TWS Function, Powerful Bass, Immersive Sound, 40mm Driver BT 5.0, MicroSD Card Slot, USB Support, and IPX5 Water Resistance (Black)",989,-51%
"MI Portable Wireless Bluetooth Speaker (Black)|16W Hi-Quality Speaker with Mic|Upto 13hrs Playback Time|IPX7 Waterproof & Type C|Wireless Stereo Pairing|Speaker for Home, Outdoor & Travel Purpose","2,706",-23%
"boAt Stone 1010 14W Bluetooth Speaker with 8 Hours Playback, Bluetooth v5.0 & IPX5(Navy Blue)","2,999",-57%
AK TELECOM ONLINE Wireless Bluetooth Speakers Mini Boost 4 Mix Color Super Sound,460,-82%
"Portronics Breeze Plus 20W Bluetooth 5.0 Portable Stereo Speaker with TWS, Aux in, Water Resistant, 2000mAh Battery, Grey","1,998",-50%
"GOVO GOSURROUND 900 | 200W Soundbar | 2.1 Channel Home Theatre | Deep Bass from 6.5” Subwoofer | BT v5.3, HDMI, AUX, USB Connectivity | 4 EQ Modes | Sleek Remote & LED Lights+Display (Platinum Black)","6,599",-63%
"Amazon Echo Pop| Smart speaker with Alexa and Bluetooth| Loud sound, balanced bass, crisp vocals| Green","3,999",-20%
"JBL Charge 5, Wireless Portable Bluetooth Speaker Pro Sound, 20 Hrs Playtime, Powerful Bass Radiators, Built-in 7500mAh Powerbank, PartyBoost, IP67 Water & Dustproof (Without Mic, Black)","14,999",-21%
"GOVO Gosurround 300 | 25W Bluetooth SoundBar, 2000 Mah Battery, 2.0 Channel with 52Mm Drivers, Multicolor Led Lights with TWS, Aux, Bluetooth and USB (Platinum Black)","1,699",-69%
"Mivi Play Bluetooth Speaker with 12 Hours Playtime. Wireless Speaker Made in India with Exceptional Sound Quality, Portable and Built in Mic-Black",898,-55%
"Mivi Play Bluetooth Speaker with 12 Hours Playtime. Wireless Speaker Made in India with Exceptional Sound Quality, Portable and Built in Mic-White",898,-55%
"pTron Fusion Party v2 40W Karaoke Bluetooth Party Speaker with 3M Wired Microphone, Dual Drivers, RGB Lights, USB/SD Card Playback, Auto TWS Function & Remote Control (Black)","1,399",-71%
"Mivi Roam 2 Bluetooth 5W Portable Speaker,24 Hours Playtime,Powerful Bass, Wireless Stereo Speaker with Studio Quality Sound,Waterproof, Bluetooth 5.0 and in-Built Mic with Voice Assistance-Blue","1,199",-60%
"amazon basics X20R 20W Bluetooth Soundbar with 2000mAh Battery | 2X Bass | Up to 9hrs of Playback | Bluetooth 5.3, Aux in, USB, Micro TF Card Connectivity (Blue)","1,299",-57%
Everycom LittleBoy 8W Stereo Sound Wireless Portable Bluetooth Speaker (ब्लूटूथ स्पीकर) with Mic & TWS Feature (White),799,-47%
"Tribit[Upgraded Version XSound Go 16W 5.0 Bluetooth Speaker with Loud Sound & Rich Bass, 24H Playtime, IPX7 Waterproof, Wireless Stereo Pairing, Type-C, Portable Speaker for Home/Outdoor/Travel Black","2,799",-20%
"Tribit StormBox 24W Bluetooth Wireless Speakers,360°Surround Sound,Enhanced Bass-Independent XBass Button,Wireless Dual Pairing,Built-In Mic,IPX7 Waterproof,20H Playtime,Outdoor Portable Speaker,Black","5,699",-19%
Marshall Stockwell II 20 Watt Wireless Bluetooth Portable Speaker (Black and Brass) (1005544),"19,999",-20%
"amazon basics Party Speaker with Karaoke Mic, 16W, 4"" Double Woofer, RGB Light, 1800 mAh Battery, Digital Display, Remote Control, Bluetooth/Aux/USB Port/SD Card Connectivity (Black)","1,299",-68%
"Portronics Dash 3 16W Bluetooth Speaker with Wireless Karaoke Mic, 5 Hours Playtime, Multicolor RGB Lights, 3 EQ Modes, 5 Voice Effects, AUX in, BT5.3v, Micro SD Card, Type C Charging Port(Black)","2,299",-23%
"SYVO Soul 100 Bluetooth 5.0 Wireless IPX4 Super Bass, HD Sound, Aluminium Alloy Portable 3W Bluetooth Speaker with Mic (Black)",449,-82%
"ZEBRONICS Zeb-Sound Feast 500 Bluetooth 5.0 Portable Speaker with 70W, 9H* Backup, TWS, IPX5 Waterproof, Call Function, RGB Lights, AUX, mSD, Voice Assistant, Type C and Grill Finish","4,379",-54%
"ZEBRONICS Zeb-Sound Feast 50 Wireless Bluetooth 14W Rugged Finish Portable Speaker with Supporting Dual Drivers, Handy Strap, Mobile Holder, USB, SD Card, AUX, FM, TWS & Call Function. (Green)",999,-60%
"Tribit MaxSound Plus Portable Bluetooth Speaker,24W Wireless Speaker with Powerful Louder Sound, Exceptional XBass, IPX7 Waterproof,20-Hour Playtime,100 ft Bluetooth Range for Party,Outdoor (Blue)","4,699",-13%
Toreto Party Box 60W Wireless Portable Party Speaker with Bluetooth 5.+EDR | RGB Dynamic Running Light Support TWS/USB/TF Card/AUX Input/Wireless Mic with Recording Feature & Remote,"7,999",-47%
Sonos Move Wireless Bluetooth Portable Speaker (Black) - 10 Watts,"35,198",-20%
"Marshall Wireless Portable Waterproof Speaker, Willen Black & Brass, 15 Hours of Continuous Playback, IP67 Waterproof, Ultra Small, Fast Charging","9,499",-37%
"boAt Stone 620 Bluetooth Speaker with 12W RMS Stereo Sound, 10HRS Playtime, TWS Feature, IPX4, Multi-Compatibility Mode(Blue)","1,999",-50%
"amazon basics 20W Bluetooth Soundbar Speaker with 2000mah Battery, BT v5.1, Aux, USB Port, LED Display and RGB Party Lights","1,049",-70%
"HAMMER Beatbox Bluetooth Soundbar 24W Output, RGB Lights, AUX, USB, TF Card & TWS Connectivity, Upto 8Hr Playtime, 52mm Drivers, Easy to Carry, BT Speaker for TV, Mobile, PC, Laptops, Tablets (Black)","1,499",-75%
"soundcore by Anker Motion+ Bluetooth Speaker with Hi-Res 30W Audio, Extended Bass and Treble, Wireless HiFi Portable Speaker with App, Customizable EQ, 12-Hour Playtime, IPX7 Waterproof, and USB-C","9,999",-50%
"Tribit [Upgraded Version] XSound Go Wireless Bluetooth 5.0 Speakers with Loud Stereo Sound & Rich Bass 16W,24H Playtime,100 ft Bluetooth Range,Outdoor Lightweight IPX7 Waterproof,Built-in Mic (Blue)","2,849",-19%
"Amazon Basics 5W Mini Bluetooth Speaker with Upto 30 Hrs Playtime, TWS Function, Powerful Bass, Immersive Sound, 40 Mm Driver BT 5.0, Micro SD Card Slot, USB Support, and IPX5 Water Resistance (Blue)",899,-55%
"GOVO GoSurround 925 | 200W Soundbar, 2.1 Channel Home Theatre, 6.5"" subwoofer, HDMI, Opt, AUX, USB & Bluetooth, 3 Equalizer Modes, Stylish Remote & LED Display (Black)","6,598",-63%
"Philips Audio SPA8000B/94 5.1 Channel Multimedia Speaker System with Bluetooth, 5x15W Satellite Speakers, LED Display, Robust Design & Matte Finish (Black)","9,899",-27%
"boAt Aavante Bar 900/908 Bluetooth Soundbar with 30W RMS, 2.0 Channel, Multiple Connectivity, EQ Modes, Sleek Finish, Easy Access Integrated Controls(Premium Black)","2,499",-58%
"LAPCARE Tiffin 10W 5.3 Bluetooth Speaker with 76 mm Drivers,Loud Sound & Robust Bass, 10H Playtime, 1200mah Battery, Wireless Stereo Pairing, Portable Speaker for Home/Outdoor/Travel Black",860,-34%
"Zebronics ZEB-MUSIC BOMB X MINI Bluetooth 5.0 speaker with IPX5 Waterproof, 5W RMS, Voice assistant, Powerful Bass, 11H* backup, RGB lights, mSD/FM Radio, Call function & type C charging (Black)",799,-73%
amazon basics 16W Bluetooth Soundbar Speaker with 2000mAh Battery | BT v5.3 | Aux/USB Port | RGB Party Lights,"1,099",-61%
"ZEBRONICS New Launch Pixie Portable Speaker, 5 Watts, Supports Bluetooth, TWS Function, mSD, Compact Design, Call Function, Carry Loop, Upto 7h Backup (Dark Blue)",699,-30%
"boAt Stone 580 Bluetooth Speaker with 12W RMS Stereo Sound, LED Lights, Up to 8 HRS Playtime, TWS Feature, FM Radio, Multi-Compatibility Mode, IPX4(Pine Green)","1,999",-60%
"pTron Newly Launched Fusion Moment Mini Bluetooth Speaker with Mini Wireless Karaoke Mic, RGB Lights, Voice Change Effects, 6Hrs Playtime, Bluetooth V5.3 & Type C Fast Charging Port (Black)","1,406",-65%
"Portronics SoundDrum P 20W Portable Bluetooth Speaker with 6-7 hrs Playback Time, Handsfree Calling, USB Slot, Aux-in Port, Type C Charging (Blue)","1,999",-43%
"boAt Stone 260 4W Bluetooth Speaker with Upto 9 Hours Playback, IPX5 and Carabiner(Voyage)","1,499",-40%
"pTron Newly Launched Fusion Go 10W Portable Bluetooth Speaker with 6Hrs Playtime, Immersive Sound, Auto-TWS Function, Supports BT/USB/SD Card/AUX Playback & Lightweight (Blue)",680,-62%
"pTron Newly Launched Fusion Mount Mini Bluetooth Speaker with 12W Immersive Sound, 10H Playtime, RGB Lights, Multi-Playback Modes-BT5.1/TF Card/Aux-in Port, TWS Feature & Type-C Charging (Black)","1,073",-66%
"amazon basics X20R 20W Bluetooth Soundbar with 2000mAh Battery | 2X Bass | Up to 9hrs of Playback | Bluetooth 5.3, Aux in, USB, Micro TF Card Connectivity (Grey)","1,299",-57%
"boAt Stone Spinx Pro Bluetooth Speaker with 20 W RMS Sound, Up to 8 hrs of Playtime, BTv5.0, Built-in Mic, RGB LEDs, TWS Feature, TF Card, AUX Port & USB Type-C Port(Midnight Black)","3,499",-65%
"amazon basics X20G 16W Bluetooth Soundbar with 2000mAh Battery | 2X Bass | Up to 7 hrs of Playback | RGB Lights | Bluetooth 5.3, Aux & USB Connectivity (Black)","1,099",-69%
"ZEBRONICS Sound Feast 91 24W Output, Portable Wireless Speaker with Bluetooth 5.0, FM Radio, TWS, 6.3mm Wired Mic Support, USB, mSD, AUX, Mobile Holder and RGB Lights","1,999",-50%
"KRISONS Cylender 4"" Double Woofer 40W Multi-Media Bluetooth Party Speaker with Wired Mic for Karaoke,2400 MAH Battery, Digital Display,RGB Lights, USB, SD Card, FM Radio,Auto TWS Function & Remote","1,598",-68%
"pTron Newly Launched Fusion Saga 20W Bluetooth Speaker with Punchy Stereo Sound, RGB Lights, Metal Grills, 8H Playtime, TWS Feature & Multi-Compatibility Modes-BT5.1/Aux/TF Card/USB (Black/Orange)","1,588",-63%
"ZEBRONICS New Launch Pixie Portable Speaker, 5 Watts, Supports Bluetooth, TWS Function, mSD, Compact Design, Call Function, Carry Loop, Upto 7h Backup (Black)",699,-30%
"boAt Stone 650 10W Bluetooth Speaker with Upto 7 Hours Playback, IPX5 and Integrated Controls (Blue)","1,999",-60%
"Zebronics ZEB-COUNTY 3W Wireless Bluetooth Portable Speaker With Supporting Carry Handle, USB, SD Card, AUX, FM & Call Function (Blue)",549,-45%
"boAt Stone 1450 Portable Wireless Speaker with 40W RMS Signature Sound, RGB LEDs, TWS Feature, Multi-Compatibility Modes, IPX5 Water Resistance, EQ Modes(Black Storm)","4,499",-50%
"boAt Stone 1200 14W Bluetooth Speaker with Upto 9 Hours Battery, RGB LEDs, IPX7 and TWS Feature(Black)","3,999",-43%
"boAt Stone 180 5W Bluetooth Speaker with Upto 10 Hours Playback, 1.75"" Driver, IPX7 & TWS Feature(Red)","1,299",-48%
"Zebronics ZEB-VITA PRO wireless BT v5.0 speaker with 24W RMS, TWS, 10H playback, LED display, dual passive radiators, AUX, mSD card, USB, FM radio, wall mount and built in rechargeable battery - White","1,999",-43%
"Tribit [Upgraded Version StormBox Pro Bluetooth Speaker 40W 5.3 Channel Wireless Portable Speaker High Fidelity 360° Sound Built-in XBass, 24H IP67 Waterproof Bluetooth Tower Subwoofer","9,599",-31%
"JBL Flip 5 Wireless Portable Bluetooth Speaker, Signature Sound with Powerful Bass Radiator, Vibrant Colors with Rugged Fabric Design, Party Boost, IPX7 Waterproof & Type C (Without Mic, Black)","7,999",-27%
"Zebronics Zeb-VITA Wireless Bluetooth 10W Portable Bar Speaker with Supporting USB, SD Card, AUX, FM, TWS & Call Function. (Grey)",899,-55%
HB PLUS TG-113 10 Watt Wireless Bluetooth Portable Speaker (Multicolour),362,-55%
"pTron Newly Launched Fusion Boom 20W Bluetooth Soundbar Speaker, Immersive Sound, RGB Lights, Metal Grill, Soundbar for Phone/TV/Laptop/Tablets, BT5.3/Aux/TF Card/USB Playback & TWS Pairing (Black)","1,432",-66%
"pTron Newly Launched Fusion Moment Mini Bluetooth Speaker with Mini Wireless Karaoke Mic, RGB Lights, Voice Change Effects, 6Hrs Playtime, Bluetooth V5.3 & Type C Fast Charging Port (Beige)","1,408",-65%
"boAt Stone 135 Portable Wireless Speaker with 5W RMS Immersive Sound,IPX4 Water Resistance,True Wireless Feature, Up to 11H Total Playtime, Multi-Connectivity Modes With Type C Charging(Soldier Green)",999,-50%
"iGear Roll 10W Portable Bluetooth Speaker - Immersive 360-Degree Surround Sound, RGB Lights, Extended 7-Hour Playtime, Splashproof Design, True Wireless Stereo (TWS) Pairing, Portable with Travel Loop (Blue)","1,624",-46%
"Mivi Roam 2 Bluetooth 5W Portable Speaker,24 Hours Playtime,Powerful Bass, Wireless Stereo Speaker with Studio Quality Sound,Waterproof, Bluetooth 5.0 and in-Built Mic with Voice Assistance-Blue","1,199",-60%
